Tray,Date,FlyID,Strain,Sex,Age,FilePath,Ignore,Notes,Ntrials,rBias,BatchID,uniquetrayID
1,13-Feb-2021,53,45,F,1,02-13-2021-18-10-58__Y-Maze_RAI_535_1-96_Day1,1,,455,0.519823788546256,0,1
1,13-Feb-2021,54,45,F,1,02-13-2021-18-10-58__Y-Maze_RAI_535_1-96_Day1,1,,269,0.41044776119403,0,1
1,13-Feb-2021,55,45,F,1,02-13-2021-18-10-58__Y-Maze_RAI_535_1-96_Day1,1,,662,0.59304084720121,0,1
1,13-Feb-2021,56,45,F,1,02-13-2021-18-10-58__Y-Maze_RAI_535_1-96_Day1,1,,529,0.761363636363636,0,1
1,13-Feb-2021,57,45,F,1,02-13-2021-18-10-58__Y-Maze_RAI_535_1-96_Day1,1,,408,0.488943488943489,0,1
1,13-Feb-2021,58,45,F,1,02-13-2021-18-10-58__Y-Maze_RAI_535_1-96_Day1,1,,417,0.490384615384615,0,1
1,13-Feb-2021,59,45,F,1,02-13-2021-18-10-58__Y-Maze_RAI_535_1-96_Day1,1,,831,0.365060240963855,0,1
1,13-Feb-2021,60,105,M,1,02-13-2021-18-10-58__Y-Maze_RAI_535_1-96_Day1,1,,726,0.616551724137931,0,1
1,13-Feb-2021,61,105,M,1,02-13-2021-18-10-58__Y-Maze_RAI_535_1-96_Day1,1,,478,0.509433962264151,0,1
1,13-Feb-2021,62,105,M,1,02-13-2021-18-10-58__Y-Maze_RAI_535_1-96_Day1,1,,786,0.470063694267516,0,1
1,13-Feb-2021,63,105,M,1,02-13-2021-18-10-58__Y-Maze_RAI_535_1-96_Day1,1,,488,0.521560574948665,0,1
1,13-Feb-2021,64,105,M,1,02-13-2021-18-10-58__Y-Maze_RAI_535_1-96_Day1,1,,468,0.471092077087794,0,1
1,13-Feb-2021,65,105,M,1,02-13-2021-18-10-58__Y-Maze_RAI_535_1-96_Day1,1,,326,0.510769230769231,0,1
1,13-Feb-2021,66,105,M,1,02-13-2021-18-10-58__Y-Maze_RAI_535_1-96_Day1,1,,999,0.724448897795591,0,1
1,13-Feb-2021,67,105,M,1,02-13-2021-18-10-58__Y-Maze_RAI_535_1-96_Day1,1,,948,0.494192185850053,0,1
1,13-Feb-2021,68,105,M,1,02-13-2021-18-10-58__Y-Maze_RAI_535_1-96_Day1,1,,885,0.554298642533937,0,1
1,13-Feb-2021,69,105,M,1,02-13-2021-18-10-58__Y-Maze_RAI_535_1-96_Day1,1,,619,0.326860841423948,0,1
1,13-Feb-2021,70,105,M,1,02-13-2021-18-10-58__Y-Maze_RAI_535_1-96_Day1,1,,704,0.47226173541963,0,1
1,13-Feb-2021,71,105,M,1,02-13-2021-18-10-58__Y-Maze_RAI_535_1-96_Day1,1,,632,0.458003169572108,0,1
1,13-Feb-2021,72,105,M,1,02-13-2021-18-10-58__Y-Maze_RAI_535_1-96_Day1,1,,462,0.51409978308026,0,1
1,13-Feb-2021,73,105,M,1,02-13-2021-18-10-58__Y-Maze_RAI_535_1-96_Day1,1,,419,0.509569377990431,0,1
1,13-Feb-2021,74,105,M,1,02-13-2021-18-10-58__Y-Maze_RAI_535_1-96_Day1,1,,385,0.3984375,0,1
1,13-Feb-2021,75,105,M,1,02-13-2021-18-10-58__Y-Maze_RAI_535_1-96_Day1,1,,499,0.64859437751004,0,1
1,13-Feb-2021,76,105,M,1,02-13-2021-18-10-58__Y-Maze_RAI_535_1-96_Day1,1,,406,0.392592592592593,0,1
1,13-Feb-2021,77,105,F,1,02-13-2021-18-10-58__Y-Maze_RAI_535_1-96_Day1,1,,448,0.483221476510067,0,1
1,13-Feb-2021,78,105,F,1,02-13-2021-18-10-58__Y-Maze_RAI_535_1-96_Day1,1,,514,0.617933723196881,0,1
1,13-Feb-2021,79,105,F,1,02-13-2021-18-10-58__Y-Maze_RAI_535_1-96_Day1,1,,318,0.44794952681388,0,1
1,13-Feb-2021,80,105,F,1,02-13-2021-18-10-58__Y-Maze_RAI_535_1-96_Day1,1,,364,0.520661157024793,0,1
1,13-Feb-2021,81,105,F,1,02-13-2021-18-10-58__Y-Maze_RAI_535_1-96_Day1,1,,628,0.334928229665072,0,1
1,13-Feb-2021,82,105,F,1,02-13-2021-18-10-58__Y-Maze_RAI_535_1-96_Day1,1,,577,0.440972222222222,0,1
1,13-Feb-2021,83,105,F,1,02-13-2021-18-10-58__Y-Maze_RAI_535_1-96_Day1,1,,396,0.407594936708861,0,1
1,13-Feb-2021,84,105,F,1,02-13-2021-18-10-58__Y-Maze_RAI_535_1-96_Day1,1,,422,0.453681710213777,0,1
1,13-Feb-2021,85,105,F,1,02-13-2021-18-10-58__Y-Maze_RAI_535_1-96_Day1,1,,306,0.586885245901639,0,1
1,13-Feb-2021,86,105,F,1,02-13-2021-18-10-58__Y-Maze_RAI_535_1-96_Day1,1,,537,0.416044776119403,0,1
1,13-Feb-2021,87,105,F,1,02-13-2021-18-10-58__Y-Maze_RAI_535_1-96_Day1,1,,409,0.536764705882353,0,1
1,13-Feb-2021,88,105,F,1,02-13-2021-18-10-58__Y-Maze_RAI_535_1-96_Day1,1,,580,0.433506044905009,0,1
1,13-Feb-2021,89,105,F,1,02-13-2021-18-10-58__Y-Maze_RAI_535_1-96_Day1,1,,593,0.4375,0,1
1,13-Feb-2021,90,105,F,1,02-13-2021-18-10-58__Y-Maze_RAI_535_1-96_Day1,1,,435,0.47926267281106,0,1
