,Batch #,Fly ID,Date,Day,Drug Treatment,nTurns,rBias
572,1,93,5/13,10,TrH,0,
573,1,94,5/13,10,TrH,13,0.3333333333
574,1,95,5/13,10,TrH,-1,
575,1,96,5/13,10,TrH,0,
576,1,1,5/18,15,TrH,288,0.4738675958
577,1,2,5/18,15,TrH,0,
578,1,3,5/18,15,TrH,455,0.4823788546
579,1,4,5/18,15,TrH,486,0.6329896907
580,1,5,5/18,15,TrH,430,0.2610722611
581,1,6,5/18,15,TrH,562,0.37433155079999997
582,1,7,5/18,15,TrH,4,0.3333333333
583,1,8,5/18,15,TrH,247,0.6300813008
584,1,9,5/18,15,TrH,0,
585,1,10,5/18,15,TrH,0,
586,1,11,5/18,15,TrH,0,
587,1,12,5/18,15,TrH,-1,
588,1,13,5/18,15,TrH,4,0.6666666667
589,1,14,5/18,15,TrH,10,0.5555555556
590,1,15,5/18,15,TrH,10,0.44444444439999997
591,1,16,5/18,15,TrH,6,0.4
592,1,17,5/18,15,TrH,0,
593,1,18,5/18,15,TrH,14,0.5384615385
594,1,19,5/18,15,TrH,481,0.4166666667
595,1,20,5/18,15,TrH,3,1.0
596,1,21,5/18,15,TrH,1,
597,1,22,5/18,15,TrH,12,0.5454545454999999
598,1,23,5/18,15,TrH,6,0.4
599,1,24,5/18,15,TrH,289,0.4826388889
600,1,25,5/18,15,TrH,11,0.4
601,1,26,5/18,15,TrH,470,0.45842217479999997
602,1,27,5/18,15,TrH,864,0.4020857474
603,1,28,5/18,15,TrH,23,0.5
604,1,29,5/18,15,TrH,4,0.3333333333
605,1,30,5/18,15,TrH,18,0.2941176471
606,1,31,5/18,15,TrH,0,
607,1,32,5/18,15,TrH,504,0.5467196819
608,1,33,5/18,15,TrH,2,0.0
609,1,34,5/18,15,TrH,15,0.21428571429999999
610,1,35,5/18,15,TrH,3,0.5
611,1,36,5/18,15,TrH,0,
612,1,37,5/18,15,TrH,7,0.6666666667
613,1,38,5/18,15,TrH,19,0.5
614,1,39,5/18,15,TrH,13,0.3333333333
615,1,40,5/18,15,TrH,19,0.5
616,1,41,5/18,15,TrH,10,0.3333333333
617,1,42,5/18,15,TrH,12,0.5454545454999999
618,1,43,5/18,15,TrH,4,0.3333333333
619,1,44,5/18,15,TrH,12,0.5454545454999999
620,1,45,5/18,15,TrH,0,
621,1,46,5/18,15,TrH,17,0.5
622,1,47,5/18,15,TrH,394,0.3765903308
623,1,48,5/18,15,TrH,0,
624,1,49,5/18,15,TrH,437,0.6559633028
625,1,50,5/18,15,TrH,0,
626,1,51,5/18,15,TrH,296,0.3661016949
627,1,52,5/18,15,TrH,32,0.48387096770000004
628,1,53,5/18,15,TrH,18,0.4117647059
629,1,54,5/18,15,TrH,19,0.44444444439999997
630,1,55,5/18,15,TrH,400,0.43609022560000005
631,1,56,5/18,15,TrH,4,0.3333333333
632,1,57,5/18,15,TrH,0,
633,1,58,5/18,15,TrH,-1,
634,1,59,5/18,15,TrH,-1,
635,1,60,5/18,15,TrH,-1,
636,1,61,5/18,15,TrH,452,0.2350332594
637,1,62,5/18,15,TrH,4,0.6666666667
638,1,63,5/18,15,TrH,323,0.5248447205
639,1,64,5/18,15,TrH,12,0.45454545450000006
640,1,65,5/18,15,TrH,6,0.4
641,1,66,5/18,15,TrH,16,0.4666666667
642,1,67,5/18,15,TrH,303,0.33774834439999996
643,1,68,5/18,15,TrH,1,
644,1,69,5/18,15,TrH,-1,
645,1,70,5/18,15,TrH,-1,
646,1,71,5/18,15,TrH,902,0.4761376249
647,1,72,5/18,15,TrH,593,0.40202702700000004
648,1,73,5/18,15,TrH,-1,
649,1,74,5/18,15,TrH,128,0.39370078740000003
650,1,75,5/18,15,TrH,422,0.5368171021
651,1,76,5/18,15,TrH,69,0.4558823529
652,1,77,5/18,15,TrH,0,
653,1,78,5/18,15,TrH,0,
654,1,79,5/18,15,TrH,0,
655,1,80,5/18,15,TrH,-1,
656,1,81,5/18,15,TrH,-1,
657,1,82,5/18,15,TrH,-1,
658,1,83,5/18,15,TrH,-1,
659,1,84,5/18,15,TrH,63,0.435483871
660,1,85,5/18,15,TrH,556,0.6324324324
661,1,86,5/18,15,TrH,3,0.5
662,1,87,5/18,15,TrH,409,0.6642156863
663,1,88,5/18,15,TrH,260,0.2625482625
664,1,89,5/18,15,TrH,-1,
665,1,90,5/18,15,TrH,90,0.40449438200000004
666,1,91,5/18,15,TrH,-1,
667,1,92,5/18,15,TrH,-1,
668,1,93,5/18,15,TrH,-1,
669,1,94,5/18,15,TrH,32,0.6129032258
670,1,95,5/18,15,TrH,-1,
671,1,96,5/18,15,TrH,-1,
672,1,1,5/19,16,TrH,356,0.6169014085
673,1,2,5/19,16,TrH,2,0.0
674,1,3,5/19,16,TrH,312,0.6173633440999999
675,1,4,5/19,16,TrH,286,0.5403508772
676,1,5,5/19,16,TrH,807,0.2866004963
677,1,6,5/19,16,TrH,710,0.44287729200000003
678,1,7,5/19,16,TrH,2,0.0
679,1,8,5/19,16,TrH,178,0.47457627119999996
680,1,9,5/19,16,TrH,0,
681,1,10,5/19,16,TrH,0,
682,1,11,5/19,16,TrH,0,
683,1,12,5/19,16,TrH,-1,
684,1,13,5/19,16,TrH,14,0.5384615385
685,1,14,5/19,16,TrH,25,0.5
686,1,15,5/19,16,TrH,23,0.5454545454999999
687,1,16,5/19,16,TrH,28,0.5555555556
688,1,17,5/19,16,TrH,13,0.5
689,1,18,5/19,16,TrH,21,0.5
690,1,19,5/19,16,TrH,691,0.3507246377
691,1,20,5/19,16,TrH,22,0.5238095238
692,1,21,5/19,16,TrH,11,0.5
693,1,22,5/19,16,TrH,25,0.625
694,1,23,5/19,16,TrH,7,0.5
695,1,24,5/19,16,TrH,510,0.6797642436
696,1,25,5/19,16,TrH,22,0.4761904762
697,1,26,5/19,16,TrH,526,0.3942857143
698,1,27,5/19,16,TrH,810,0.5018541409
699,1,28,5/19,16,TrH,38,0.4324324324
700,1,29,5/19,16,TrH,22,0.5238095238
701,1,30,5/19,16,TrH,55,0.40740740740000003
702,1,31,5/19,16,TrH,13,0.5833333333
703,1,32,5/19,16,TrH,28,0.4814814815
704,1,33,5/19,16,TrH,971,0.36804123710000003
705,1,34,5/19,16,TrH,18,0.5294117647
706,1,35,5/19,16,TrH,4,0.3333333333
707,1,36,5/19,16,TrH,0,
708,1,37,5/19,16,TrH,14,0.3846153846
709,1,38,5/19,16,TrH,44,0.48837209299999995
710,1,39,5/19,16,TrH,23,0.5
711,1,40,5/19,16,TrH,55,0.5
712,1,41,5/19,16,TrH,23,0.5
713,1,42,5/19,16,TrH,54,0.4339622642
714,1,43,5/19,16,TrH,10,0.8888888889
715,1,44,5/19,16,TrH,23,0.45454545450000006
716,1,45,5/19,16,TrH,8,0.42857142859999997
717,1,46,5/19,16,TrH,23,0.3636363636
718,1,47,5/19,16,TrH,102,0.3564356436
719,1,48,5/19,16,TrH,0,
720,1,49,5/19,16,TrH,367,0.5683060109
721,1,50,5/19,16,TrH,22,0.4761904762
722,1,51,5/19,16,TrH,266,0.40754716979999994
723,1,52,5/19,16,TrH,67,0.5
724,1,53,5/19,16,TrH,32,0.4516129032
725,1,54,5/19,16,TrH,31,0.4
726,1,55,5/19,16,TrH,242,0.34439834020000004
727,1,56,5/19,16,TrH,24,0.3913043478
728,1,57,5/19,16,TrH,8,0.5714285714
729,1,58,5/19,16,TrH,7,0.5
730,1,59,5/19,16,TrH,3,0.5
731,1,60,5/19,16,TrH,-1,
732,1,61,5/19,16,TrH,329,0.3292682927
733,1,62,5/19,16,TrH,225,0.41517857140000003
734,1,63,5/19,16,TrH,764,0.4678899083
735,1,64,5/19,16,TrH,35,0.44117647060000004
736,1,65,5/19,16,TrH,15,0.5
737,1,66,5/19,16,TrH,26,0.68
738,1,67,5/19,16,TrH,396,0.4734177215
739,1,68,5/19,16,TrH,10,0.5555555556
740,1,69,5/19,16,TrH,1,
741,1,70,5/19,16,TrH,0,
742,1,71,5/19,16,TrH,550,0.3533697632
743,1,72,5/19,16,TrH,240,0.5271966527
744,1,73,5/19,16,TrH,0,
745,1,74,5/19,16,TrH,114,0.3185840708
746,1,75,5/19,16,TrH,0,
747,1,76,5/19,16,TrH,189,0.4787234043
748,1,77,5/19,16,TrH,2,0.0
749,1,78,5/19,16,TrH,11,0.6
750,1,79,5/19,16,TrH,0,
751,1,80,5/19,16,TrH,0,
752,1,81,5/19,16,TrH,0,
753,1,82,5/19,16,TrH,-1,
754,1,83,5/19,16,TrH,-1,
755,1,84,5/19,16,TrH,140,0.4964028777
756,1,85,5/19,16,TrH,671,0.6074626865999999
757,1,86,5/19,16,TrH,10,0.11111111109999999
758,1,87,5/19,16,TrH,228,0.6519823789
759,1,88,5/19,16,TrH,297,0.5202702703000001
760,1,89,5/19,16,TrH,-1,
761,1,90,5/19,16,TrH,120,0.2521008403
762,1,91,5/19,16,TrH,-1,
763,1,92,5/19,16,TrH,1,
764,1,93,5/19,16,TrH,-1,
765,1,94,5/19,16,TrH,129,0.4921875
766,1,95,5/19,16,TrH,-1,
767,1,96,5/19,16,TrH,-1,
768,1,1,5/20,17,TrH,323,0.35093167700000005
769,1,2,5/20,17,TrH,0,
770,1,3,5/20,17,TrH,118,0.5982905983
771,1,4,5/20,17,TrH,2,0.0
772,1,5,5/20,17,TrH,148,0.4421768707
773,1,6,5/20,17,TrH,561,0.4946428571
774,1,7,5/20,17,TrH,2,0.0
775,1,8,5/20,17,TrH,90,0.5842696629
776,1,9,5/20,17,TrH,2,0.0
777,1,10,5/20,17,TrH,0,
778,1,11,5/20,17,TrH,0,
779,1,12,5/20,17,TrH,-1,
780,1,13,5/20,17,TrH,20,0.36842105259999997
781,1,14,5/20,17,TrH,23,0.5
782,1,15,5/20,17,TrH,10,0.5555555556
783,1,16,5/20,17,TrH,6,0.4
784,1,17,5/20,17,TrH,2,0.0
785,1,18,5/20,17,TrH,20,0.5789473684
786,1,19,5/20,17,TrH,368,0.5040871935
787,1,20,5/20,17,TrH,8,0.2857142857
788,1,21,5/20,17,TrH,9,0.75
789,1,22,5/20,17,TrH,13,0.5
790,1,23,5/20,17,TrH,0,
791,1,24,5/20,17,TrH,-1,
792,1,25,5/20,17,TrH,13,0.5833333333
793,1,26,5/20,17,TrH,557,0.46582733810000004
794,1,27,5/20,17,TrH,824,0.5552855407
795,1,28,5/20,17,TrH,28,0.44444444439999997
796,1,29,5/20,17,TrH,22,0.4761904762
797,1,30,5/20,17,TrH,46,0.4666666667
798,1,31,5/20,17,TrH,8,0.5714285714
799,1,32,5/20,17,TrH,432,0.3573085847
800,1,33,5/20,17,TrH,10,0.5555555556
801,1,34,5/20,17,TrH,19,0.3888888889
802,1,35,5/20,17,TrH,4,0.3333333333
803,1,36,5/20,17,TrH,0,
804,1,37,5/20,17,TrH,9,0.625
805,1,38,5/20,17,TrH,26,0.52
806,1,39,5/20,17,TrH,15,0.5714285714
807,1,40,5/20,17,TrH,42,0.46341463409999994
808,1,41,5/20,17,TrH,13,0.5
809,1,42,5/20,17,TrH,30,0.44827586210000003
810,1,43,5/20,17,TrH,6,0.6
811,1,44,5/20,17,TrH,32,0.41935483869999995
812,1,45,5/20,17,TrH,4,0.6666666667
813,1,46,5/20,17,TrH,15,0.5714285714
814,1,47,5/20,17,TrH,926,0.31027027030000004
815,1,48,5/20,17,TrH,0,
816,1,49,5/20,17,TrH,462,0.590021692
817,1,50,5/20,17,TrH,11,0.5
818,1,51,5/20,17,TrH,197,0.34693877549999996
819,1,52,5/20,17,TrH,55,0.5555555556
820,1,53,5/20,17,TrH,22,0.4761904762
821,1,54,5/20,17,TrH,26,0.44
822,1,55,5/20,17,TrH,4,0.6666666667
823,1,56,5/20,17,TrH,25,0.4583333333
824,1,57,5/20,17,TrH,0,
825,1,58,5/20,17,TrH,0,
826,1,59,5/20,17,TrH,-1,
827,1,60,5/20,17,TrH,-1,
828,1,61,5/20,17,TrH,153,0.5855263158
829,1,62,5/20,17,TrH,268,0.5655430712
830,1,63,5/20,17,TrH,471,0.5340425532
831,1,64,5/20,17,TrH,16,0.4666666667
832,1,65,5/20,17,TrH,20,0.4736842105
833,1,66,5/20,17,TrH,28,0.4814814815
834,1,67,5/20,17,TrH,785,0.5446428571
835,1,68,5/20,17,TrH,3,0.5
836,1,69,5/20,17,TrH,0,
837,1,70,5/20,17,TrH,-1,
838,1,71,5/20,17,TrH,583,0.4570446735
839,1,72,5/20,17,TrH,237,0.5593220339
840,1,73,5/20,17,TrH,0,
841,1,74,5/20,17,TrH,5,0.5
842,1,75,5/20,17,TrH,5,0.5
843,1,76,5/20,17,TrH,329,0.2957317073
844,1,77,5/20,17,TrH,0,
845,1,78,5/20,17,TrH,11,0.7
846,1,79,5/20,17,TrH,2,0.0
847,1,80,5/20,17,TrH,0,
848,1,81,5/20,17,TrH,0,
849,1,82,5/20,17,TrH,-1,
850,1,83,5/20,17,TrH,-1,
851,1,84,5/20,17,TrH,191,0.4684210526
852,1,85,5/20,17,TrH,446,0.5775280899
853,1,86,5/20,17,TrH,18,0.4705882353
854,1,87,5/20,17,TrH,490,0.5603271984
855,1,88,5/20,17,TrH,350,0.2836676218
856,1,89,5/20,17,TrH,-1,
857,1,90,5/20,17,TrH,151,0.2933333333
858,1,91,5/20,17,TrH,-1,
859,1,92,5/20,17,TrH,-1,
860,1,93,5/20,17,TrH,-1,
861,1,94,5/20,17,TrH,51,0.4
862,1,95,5/20,17,TrH,-1,
863,1,96,5/20,17,TrH,-1,
864,1,1,5/4,1,control,749,0.4959893048
865,1,2,5/4,1,control,470,0.5202558635
866,1,3,5/4,1,control,516,0.39029126210000004
867,1,4,5/4,1,control,487,0.5288065844
868,1,5,5/4,1,control,190,0.4761904762
869,1,6,5/4,1,control,1121,0.7392857143000001
870,1,7,5/4,1,control,494,0.34888438130000005
871,1,8,5/4,1,control,743,0.4878706199
872,1,9,5/4,1,control,362,0.42659279780000003
873,1,10,5/4,1,control,439,0.296803653
874,1,11,5/4,1,control,497,0.4475806452
875,1,12,5/4,1,control,0,
876,1,13,5/4,1,control,158,0.5350318471
877,1,14,5/4,1,control,574,0.3821989529
878,1,15,5/4,1,control,262,0.4061302682
879,1,16,5/4,1,control,785,0.49872448979999995
880,1,17,5/4,1,control,392,0.462915601
881,1,18,5/4,1,control,306,0.4295081967
882,1,19,5/4,1,control,318,0.6624605678000001
883,1,20,5/4,1,control,936,0.4449197861
884,1,21,5/4,1,control,172,0.4502923977
885,1,22,5/4,1,control,429,0.5420560748
886,1,23,5/4,1,control,696,0.3079136691
887,1,24,5/4,1,control,586,0.6974358973999999
888,1,25,5/4,1,control,231,0.6
889,1,26,5/4,1,control,816,0.5251533742
890,1,27,5/4,1,control,667,0.39189189189999996
891,1,28,5/4,1,control,77,0.4736842105
892,1,29,5/4,1,control,166,0.8121212121
893,1,30,5/4,1,control,1136,0.6008810573
894,1,31,5/4,1,control,12,0.5454545454999999
895,1,32,5/4,1,control,518,0.7021276595999999
896,1,33,5/4,1,control,508,0.4102564103
897,1,34,5/4,1,control,-1,
898,1,35,5/4,1,control,302,0.5714285714
899,1,36,5/4,1,control,337,0.3303571429
900,1,37,5/4,1,control,804,0.5130759651
901,1,38,5/4,1,control,256,0.4705882353
902,1,39,5/4,1,control,291,0.3034482759
903,1,40,5/4,1,control,262,0.48275862070000003
904,1,41,5/4,1,control,121,0.30833333329999996
905,1,42,5/4,1,control,601,0.32333333329999997
906,1,43,5/4,1,control,399,0.4422110553
907,1,44,5/4,1,control,400,0.6315789474
908,1,45,5/4,1,control,599,0.4364548495
909,1,46,5/4,1,control,19,0.5
910,1,47,5/4,1,control,918,0.48418756820000003
911,1,48,5/4,1,control,517,0.5368217054
912,1,49,5/4,1,control,429,0.441588785
913,1,50,5/4,1,control,261,0.6769230769
914,1,51,5/4,1,control,538,0.3426443203
915,1,52,5/4,1,control,355,0.313559322
916,1,53,5/4,1,control,252,0.4501992032
917,1,54,5/4,1,control,562,0.5026737968
918,1,55,5/4,1,control,279,0.5251798561
919,1,56,5/4,1,control,652,0.5161290323
920,1,57,5/4,1,control,601,0.415
921,1,58,5/4,1,control,293,0.2636986301
922,1,59,5/4,1,control,685,0.2280701754
923,1,60,5/4,1,control,630,0.4435612083
924,1,61,5/4,1,control,193,0.375
925,1,62,5/4,1,control,458,0.5054704595
926,1,63,5/4,1,control,28,0.6666666667
927,1,64,5/4,1,control,195,0.206185567
928,1,65,5/4,1,control,706,0.5914893617
929,1,66,5/4,1,control,623,0.6077170418
930,1,67,5/4,1,control,539,0.3977695167
931,1,68,5/4,1,control,566,0.4849557522
932,1,69,5/4,1,control,510,0.5717092338
933,1,70,5/4,1,control,499,0.48192771079999996
934,1,71,5/4,1,control,459,0.5305676856
935,1,72,5/4,1,control,296,0.5084745763
936,1,73,5/4,1,control,602,0.2978369384
937,1,74,5/4,1,control,153,0.6184210526
938,1,75,5/4,1,control,756,0.20794701989999997
939,1,76,5/4,1,control,222,0.5339366515999999
940,1,77,5/4,1,control,618,0.3630470016
941,1,78,5/4,1,control,254,0.5217391304
942,1,79,5/4,1,control,343,0.3713450292
943,1,80,5/4,1,control,168,0.6886227545
944,1,81,5/4,1,control,844,0.5587188612
945,1,82,5/4,1,control,416,0.5012048193
946,1,83,5/4,1,control,534,0.44277673549999996
947,1,84,5/4,1,control,670,0.4723467862
948,1,85,5/4,1,control,102,0.6336633663
949,1,86,5/4,1,control,381,0.5263157895
950,1,87,5/4,1,control,517,0.4612403101
951,1,88,5/4,1,control,325,0.5771604938
952,1,89,5/4,1,control,321,0.3125
953,1,90,5/4,1,control,805,0.5659203979999999
954,1,91,5/4,1,control,195,0.42268041240000004
955,1,92,5/4,1,control,603,0.6877076412
956,1,93,5/4,1,control,230,0.5327510917
957,1,94,5/4,1,control,574,0.5113438045
958,1,95,5/4,1,control,436,0.49195402299999996
959,1,96,5/4,1,control,34,0.5151515152
960,1,1,5/5,2,control,271,0.5222222222
961,1,2,5/5,2,control,294,0.43686006829999996
962,1,3,5/5,2,control,235,0.4487179487
963,1,4,5/5,2,control,-1,
964,1,5,5/5,2,control,216,0.5209302325999999
965,1,6,5/5,2,control,531,0.6132075472
966,1,7,5/5,2,control,503,0.4701195219
967,1,8,5/5,2,control,336,0.5970149254
968,1,9,5/5,2,control,-1,
969,1,10,5/5,2,control,170,0.43195266270000005
970,1,11,5/5,2,control,301,0.6233333333
971,1,12,5/5,2,control,4,0.6666666667
972,1,13,5/5,2,control,0,
973,1,14,5/5,2,control,59,0.4310344828
974,1,15,5/5,2,control,-1,
975,1,16,5/5,2,control,563,0.48398576509999996
976,1,17,5/5,2,control,321,0.509375
977,1,18,5/5,2,control,476,0.3073684211
978,1,19,5/5,2,control,256,0.4705882353
979,1,20,5/5,2,control,142,0.5531914894
980,1,21,5/5,2,control,107,0.3679245283
981,1,22,5/5,2,control,789,0.383248731
982,1,23,5/5,2,control,226,0.4488888889
983,1,24,5/5,2,control,562,0.5668449198
984,1,25,5/5,2,control,88,0.43678160920000003
985,1,26,5/5,2,control,649,0.40740740740000003
986,1,27,5/5,2,control,274,0.293040293
987,1,28,5/5,2,control,198,0.5329949239
988,1,29,5/5,2,control,77,0.8421052631999999
989,1,30,5/5,2,control,784,0.36653895270000003
990,1,31,5/5,2,control,84,0.5903614457999999
991,1,32,5/5,2,control,548,0.6325411335
992,1,33,5/5,2,control,133,0.5075757576
993,1,34,5/5,2,control,3,0.0
994,1,35,5/5,2,control,431,0.5627906977
995,1,36,5/5,2,control,41,0.3
996,1,37,5/5,2,control,413,0.572815534
997,1,38,5/5,2,control,115,0.6315789474
998,1,39,5/5,2,control,1,
999,1,40,5/5,2,control,375,0.6764705882
1000,1,41,5/5,2,control,9,0.625
1001,1,42,5/5,2,control,160,0.2452830189
1002,1,43,5/5,2,control,7,0.8333333333
1003,1,44,5/5,2,control,4,0.3333333333
1004,1,45,5/5,2,control,715,0.4355742297
1005,1,46,5/5,2,control,107,0.6886792453
1006,1,47,5/5,2,control,464,0.5399568035
1007,1,48,5/5,2,control,283,0.40425531909999995
1008,1,49,5/5,2,control,374,0.3887399464
1009,1,50,5/5,2,control,195,0.44329896909999994
1010,1,51,5/5,2,control,0,
1011,1,52,5/5,2,control,0,
1012,1,53,5/5,2,control,195,0.5051546392
1013,1,54,5/5,2,control,494,0.5882352941
1014,1,55,5/5,2,control,201,0.39
1015,1,56,5/5,2,control,396,0.5417721518999999
1016,1,57,5/5,2,control,1,
1017,1,58,5/5,2,control,154,0.37908496729999996
1018,1,59,5/5,2,control,406,0.612345679
1019,1,60,5/5,2,control,440,0.4031890661
1020,1,61,5/5,2,control,338,0.6112759644
1021,1,62,5/5,2,control,430,0.5944055944
1022,1,63,5/5,2,control,201,0.5
1023,1,64,5/5,2,control,81,0.575
1024,1,65,5/5,2,control,171,0.46470588240000005
1025,1,66,5/5,2,control,398,0.6095717884
1026,1,67,5/5,2,control,687,0.35860058310000004
1027,1,68,5/5,2,control,481,0.49166666670000003
1028,1,69,5/5,2,control,425,0.5448113207999999
1029,1,70,5/5,2,control,119,0.4576271186
1030,1,71,5/5,2,control,531,0.4849056604
1031,1,72,5/5,2,control,345,0.5436046512
1032,1,73,5/5,2,control,594,0.3760539629
1033,1,74,5/5,2,control,178,0.49152542369999996
1034,1,75,5/5,2,control,750,0.2376502003
1035,1,76,5/5,2,control,188,0.5828877004999999
1036,1,77,5/5,2,control,234,0.4678111588
1037,1,78,5/5,2,control,273,0.5772058824
1038,1,79,5/5,2,control,231,0.43043478259999995
1039,1,80,5/5,2,control,54,0.4716981132
1040,1,81,5/5,2,control,547,0.5366300366
1041,1,82,5/5,2,control,312,0.5209003215
1042,1,83,5/5,2,control,338,0.2700296736
1043,1,84,5/5,2,control,8,0.2857142857
1044,1,85,5/5,2,control,246,0.5673469388
1045,1,86,5/5,2,control,570,0.5940246046000001
1046,1,87,5/5,2,control,518,0.5048355899
1047,1,88,5/5,2,control,345,0.6075581395
1048,1,89,5/5,2,control,540,0.3005565863
1049,1,90,5/5,2,control,630,0.4737678855
1050,1,91,5/5,2,control,141,0.6428571429
1051,1,92,5/5,2,control,0,
1052,1,93,5/5,2,control,304,0.40264026399999997
1053,1,94,5/5,2,control,16,0.8
1054,1,95,5/5,2,control,9,0.125
1055,1,96,5/5,2,control,57,0.3392857143
1056,1,1,5/6,3,control,34,0.5454545454999999
1057,1,2,5/6,3,control,65,0.46875
1058,1,3,5/6,3,control,126,0.544
1059,1,4,5/6,3,control,-1,
1060,1,5,5/6,3,control,235,0.4871794872
1061,1,6,5/6,3,control,616,0.5398373984
1062,1,7,5/6,3,control,394,0.5139949109
1063,1,8,5/6,3,control,313,0.5673076923
1064,1,9,5/6,3,control,-1,
1065,1,10,5/6,3,control,99,0.3979591837
1066,1,11,5/6,3,control,196,0.6974358973999999
1067,1,12,5/6,3,control,16,0.5333333333
1068,1,13,5/6,3,control,4,1.0
1069,1,14,5/6,3,control,12,0.45454545450000006
1070,1,15,5/6,3,control,-1,
1071,1,16,5/6,3,control,350,0.4785100287
1072,1,17,5/6,3,control,225,0.5625
1073,1,18,5/6,3,control,563,0.3202846975
1074,1,19,5/6,3,control,226,0.6266666667
1075,1,20,5/6,3,control,132,0.6488549618
1076,1,21,5/6,3,control,96,0.3473684211
1077,1,22,5/6,3,control,730,0.3456790123
1078,1,23,5/6,3,control,30,0.6551724138
1079,1,24,5/6,3,control,-1,
1080,1,25,5/6,3,control,148,0.46938775509999997
1081,1,26,5/6,3,control,565,0.43085106380000004
1082,1,27,5/6,3,control,217,0.2777777778
1083,1,28,5/6,3,control,87,0.3139534884
1084,1,29,5/6,3,control,140,0.7122302158
1085,1,30,5/6,3,control,744,0.3930013459
1086,1,31,5/6,3,control,55,0.5740740741
1087,1,32,5/6,3,control,407,0.6231527094
1088,1,33,5/6,3,control,118,0.4871794872
1089,1,34,5/6,3,control,-1,
1090,1,35,5/6,3,control,462,0.6030368764
1091,1,36,5/6,3,control,123,0.5245901639
1092,1,37,5/6,3,control,397,0.5
1093,1,38,5/6,3,control,60,0.5593220339
1094,1,39,5/6,3,control,-1,
1095,1,40,5/6,3,control,-1,
1096,1,41,5/6,3,control,20,0.3157894737
1097,1,42,5/6,3,control,239,0.2605042017
1098,1,43,5/6,3,control,139,0.3913043478
1099,1,44,5/6,3,control,-1,
1100,1,45,5/6,3,control,-1,
1101,1,46,5/6,3,control,178,0.5875706215
1102,1,47,5/6,3,control,393,0.6198979592
1103,1,48,5/6,3,control,94,0.247311828
1104,1,49,5/6,3,control,250,0.4939759036
1105,1,50,5/6,3,control,192,0.5392670157
1106,1,51,5/6,3,control,-1,
1107,1,52,5/6,3,control,-1,
1108,1,53,5/6,3,control,112,0.5765765766
1109,1,54,5/6,3,control,450,0.5389755011
1110,1,55,5/6,3,control,326,0.4430769231
1111,1,56,5/6,3,control,404,0.5384615385
1112,1,57,5/6,3,control,0,
1113,1,58,5/6,3,control,-1,
1114,1,59,5/6,3,control,163,0.3888888889
1115,1,60,5/6,3,control,143,0.3521126761
1116,1,61,5/6,3,control,371,0.6297297297
1117,1,62,5/6,3,control,187,0.6612903226
1118,1,63,5/6,3,control,440,0.6651480638
1119,1,64,5/6,3,control,140,0.4676258993
1120,1,65,5/6,3,control,401,0.465
1121,1,66,5/6,3,control,619,0.6731391586
1122,1,67,5/6,3,control,-1,
1123,1,68,5/6,3,control,573,0.4143356643
1124,1,69,5/6,3,control,368,0.5367847411
1125,1,70,5/6,3,control,145,0.4097222222
1126,1,71,5/6,3,control,844,0.49822064060000004
1127,1,72,5/6,3,control,-1,
1128,1,73,5/6,3,control,675,0.3130563798
1129,1,74,5/6,3,control,-1,
1130,1,75,5/6,3,control,89,0.7045454545000001
1131,1,76,5/6,3,control,610,0.24958949100000002
1132,1,77,5/6,3,control,386,0.425974026
1133,1,78,5/6,3,control,334,0.5825825826
1134,1,79,5/6,3,control,340,0.34513274340000005
1135,1,80,5/6,3,control,219,0.6376146789
1136,1,81,5/6,3,control,-1,
1137,1,82,5/6,3,control,165,0.4695121951
1138,1,83,5/6,3,control,479,0.3493723849
1139,1,84,5/6,3,control,9,0.875
1140,1,85,5/6,3,control,314,0.552715655
1141,1,86,5/6,3,control,398,0.5642317379999999
1142,1,87,5/6,3,control,228,0.6211453744
1143,1,88,5/6,3,control,242,0.6348547718
1144,1,89,5/6,3,control,319,0.427672956
1145,1,90,5/6,3,control,276,0.5672727273
1146,1,91,5/6,3,control,-1,
1147,1,92,5/6,3,control,-1,
1148,1,93,5/6,3,control,-1,
1149,1,94,5/6,3,control,-1,
1150,1,95,5/6,3,control,15,0.07142857142999999
1151,1,96,5/6,3,control,230,0.35807860259999996
1152,1,1,5/11,8,control,266,0.5509433962
1153,1,2,5/11,8,control,345,0.38662790700000005
1154,1,3,5/11,8,control,296,0.5254237288
1155,1,4,5/11,8,control,-1,
1156,1,5,5/11,8,control,252,0.46215139439999997
1157,1,6,5/11,8,control,354,0.5127478754
1158,1,7,5/11,8,control,271,0.4148148148
1159,1,8,5/11,8,control,-1,
1160,1,9,5/11,8,control,-1,
1161,1,10,5/11,8,control,122,0.5123966942
1162,1,11,5/11,8,control,142,0.4397163121
1163,1,12,5/11,8,control,0,
1164,1,13,5/11,8,control,4,0.3333333333
1165,1,14,5/11,8,control,295,0.42857142859999997
1166,1,15,5/11,8,control,-1,
1167,1,16,5/11,8,control,281,0.3964285714
1168,1,17,5/11,8,control,317,0.5316455696
1169,1,18,5/11,8,control,128,0.37007874020000003
1170,1,19,5/11,8,control,217,0.6157407407
1171,1,20,5/11,8,control,435,0.6036866359
1172,1,21,5/11,8,control,156,0.38064516130000003
1173,1,22,5/11,8,control,506,0.3267326733
1174,1,23,5/11,8,control,383,0.3403141361
1175,1,24,5/11,8,control,-1,
